Date;AMZN;NFLX;PFE;AAPL;NKE
16/10/2017;1006.340027;202.679993;29.929934;38.268757;49.624538
17/10/2017;1009.130005;199.479996;30.112942;38.409981;50.233139
18/10/2017;997.000000;195.539993;29.805153;38.240032;50.522942
19/10/2017;986.609985;195.130005;30.146219;37.335255;50.899689
20/10/2017;982.909973;194.160004;30.295948;37.399876;51.257114
23/10/2017;966.299988;192.470001;30.279312;37.380730;51.836735
24/10/2017;975.900024;196.020004;30.171175;37.603333;51.604889
25/10/2017;972.909973;193.770004;30.079672;37.438175;53.073238
26/10/2017;972.429993;195.210007;29.730291;37.677536;54.879700
27/10/2017;1100.949951;199.539993;29.613836;39.027523;54.058575
30/10/2017;1110.849976;198.369995;29.239504;39.905975;53.392025
31/10/2017;1105.280029;196.429993;29.164640;40.461285;53.121532
01/11/2017;1103.680054;198.000000;29.331003;39.946659;53.198822
02/11/2017;1094.219971;199.320007;29.497370;40.238678;53.247116
03/11/2017;1111.599976;200.009995;29.572241;41.289471;53.817070
06/11/2017;1120.660034;200.130005;29.380911;41.708344;54.135864
07/11/2017;1123.170044;195.889999;29.414194;41.842384;53.276108
08/11/2017;1132.880005;196.440002;29.397556;42.184669;53.865376
09/11/2017;1129.130005;193.899994;29.548653;42.098503;54.222805
10/11/2017;1125.349976;192.020004;29.531868;41.959171;54.184162
13/11/2017;1129.170044;195.080002;29.632607;41.791023;54.010273
14/11/2017;1136.839966;195.710007;29.699753;41.159245;54.077904
15/11/2017;1126.689941;192.119995;29.682972;40.616352;54.705814
16/11/2017;1137.290039;195.509995;29.850857;41.101593;55.285431
17/11/2017;1129.880005;193.199997;29.691364;40.873390;57.178829
20/11/2017;1126.310059;194.100006;29.674572;40.832546;57.236794
21/11/2017;1139.489990;196.229996;29.834070;41.591640;57.372036
22/11/2017;1156.160034;196.320007;29.741730;42.028839;57.062904
24/11/2017;1186.000000;195.750000;29.792097;42.031242;57.304409
27/11/2017;1195.829956;195.050003;29.792097;41.819843;57.603886
28/11/2017;1193.599976;199.179993;30.094297;41.574829;57.555580
29/11/2017;1161.270020;188.149994;30.396502;40.712433;58.309082
30/11/2017;1176.750000;187.580002;30.438471;41.281757;58.367035
01/12/2017;1162.349976;186.820007;30.514025;41.089584;58.037506
04/12/2017;1133.949951;184.039993;30.270578;40.789307;58.250725
05/12/2017;1141.569946;184.210007;29.909620;40.750870;58.560879
06/12/2017;1152.349976;185.300003;29.850857;40.599529;57.882427
07/12/2017;1159.790039;185.199997;29.800489;40.674004;58.735348
08/12/2017;1162.000000;188.539993;30.001957;40.686008;59.413799
11/12/2017;1168.920044;186.220001;30.396502;41.478737;60.005039
12/12/2017;1165.079956;185.729996;30.707106;41.245724;60.257034
13/12/2017;1164.130005;187.860001;30.757467;41.382652;62.321499
14/12/2017;1174.260010;189.559998;30.606361;41.370640;62.544415
15/12/2017;1179.140015;190.119995;31.227549;41.791023;62.796417
18/12/2017;1190.579956;190.419998;31.168797;42.379566;62.815796
19/12/2017;1187.380005;187.020004;31.009304;41.927948;62.263340
20/12/2017;1177.619995;188.820007;30.606361;41.882305;61.633339
21/12/2017;1174.760010;188.619995;30.421682;42.040852;62.777035
22/12/2017;1168.359985;189.940002;30.337738;42.040852;61.342571
26/12/2017;1176.760010;187.759995;30.396502;40.974274;61.691505
27/12/2017;1182.260010;186.240005;30.497234;40.981483;61.013031
28/12/2017;1186.099976;192.710007;30.530815;41.096786;61.013031
29/12/2017;1169.469971;191.960007;30.404896;40.652374;60.625347
02/01/2018;1189.010010;201.070007;30.589575;41.380238;61.536419
03/01/2018;1204.199951;205.050003;30.816229;41.373032;61.526726
04/01/2018;1209.589966;205.630005;30.883387;41.565216;61.487953
05/01/2018;1229.140015;209.990005;30.942144;42.038452;62.011341
08/01/2018;1246.869995;212.050003;30.597971;41.882305;62.563805
09/01/2018;1252.699951;209.309998;30.564390;41.877506;62.117950
10/01/2018;1254.329956;212.520004;30.614754;41.867889;62.243969
11/01/2018;1276.680054;217.240005;30.690306;42.105709;62.311810
12/01/2018;1305.199951;221.229996;30.673519;42.540501;62.680103
16/01/2018;1304.859985;221.529999;30.723885;42.324310;61.468575
17/01/2018;1295.000000;217.500000;31.210770;43.023350;61.846577
18/01/2018;1293.319946;220.330002;31.051262;43.061787;62.137348
19/01/2018;1294.579956;220.460007;31.009304;42.869610;65.141968
22/01/2018;1327.310059;227.580002;31.000910;42.518894;64.347198
23/01/2018;1362.540039;250.289993;30.908567;42.528496;65.074104
24/01/2018;1357.510010;261.299988;31.000910;41.851074;65.907639
25/01/2018;1377.949951;269.700012;31.252737;41.103992;65.626564
26/01/2018;1402.050049;274.600006;32.746967;41.200081;65.946434
29/01/2018;1417.680054;284.589996;32.755356;40.347298;65.500572
30/01/2018;1437.819946;278.799988;31.731228;40.109482;65.258255
31/01/2018;1450.890015;270.299988;31.093245;40.219990;66.120880
01/02/2018;1390.000000;265.070007;31.203382;40.304066;65.568420
02/02/2018;1429.949951;267.429993;31.016991;38.555264;65.151649
05/02/2018;1390.000000;254.259995;29.373373;37.591980;62.408730
06/02/2018;1442.839966;265.720001;29.890184;39.163017;63.213188
07/02/2018;1416.780029;264.559998;29.636011;38.324650;63.610565
08/02/2018;1350.500000;250.100006;28.492254;37.270084;60.567192
09/02/2018;1339.599976;249.470001;28.941286;37.725952;63.474873
12/02/2018;1386.229980;257.950012;29.364902;39.245506;63.949810
13/02/2018;1414.510010;258.269989;29.602127;39.638657;63.843185
14/02/2018;1451.050049;266.000000;29.813931;40.369492;65.868851
15/02/2018;1461.760010;280.269989;30.254484;41.725037;66.188728
16/02/2018;1448.689941;278.519989;30.720463;41.589962;66.198433
20/02/2018;1468.349976;278.549988;30.508659;41.450069;65.413338
21/02/2018;1482.920044;281.040009;30.296850;41.261936;64.986885
22/02/2018;1485.339966;278.140015;30.279905;41.606850;65.064407
23/02/2018;1500.000000;285.929993;30.720463;42.330452;66.062729
26/02/2018;1521.949951;294.160004;31.423668;43.167404;67.506874
27/02/2018;1511.979980;290.609985;31.177967;43.027515;65.936729
28/02/2018;1512.449951;291.380005;30.762823;42.962379;64.967491
01/03/2018;1493.449951;290.390015;30.186712;42.209846;64.279343
02/03/2018;1500.250000;301.049988;30.457825;42.501698;64.055748
05/03/2018;1523.609985;315.000000;30.601851;42.648827;63.239136
06/03/2018;1537.640015;325.220001;30.398512;42.612656;63.423832
07/03/2018;1545.000000;321.160004;30.440880;42.217075;62.383629
08/03/2018;1551.859985;317.000000;30.923803;42.677765;63.297459
09/03/2018;1578.890015;331.440002;31.152546;43.411015;64.454323
12/03/2018;1598.390015;321.299988;31.016991;43.830696;64.959854
13/03/2018;1588.180054;315.880005;31.135603;43.408604;64.327942
14/03/2018;1591.000000;321.549988;30.796717;43.039566;64.357109
15/03/2018;1582.319946;321.089996;30.991587;43.090221;64.541832
16/03/2018;1571.680054;318.450012;31.161018;42.938263;64.075188
19/03/2018;1544.930054;313.480011;30.779770;42.282200;63.880756
20/03/2018;1586.510010;317.500000;30.779770;42.267731;64.940407
21/03/2018;1581.859985;316.480011;30.728937;41.310173;64.502930
22/03/2018;1544.920044;306.700012;30.161293;40.726467;62.626659
23/03/2018;1495.560059;300.940002;29.220875;39.783379;62.830822
26/03/2018;1555.859985;320.350006;29.686846;41.671970;64.065460
27/03/2018;1497.050049;300.690002;29.661432;40.603455;64.327942
28/03/2018;1431.420044;285.769989;29.907131;40.154827;63.618279
29/03/2018;1447.339966;295.350006;30.068100;40.468391;64.590439
02/04/2018;1371.989990;280.290009;29.695320;40.203072;62.335018
03/04/2018;1392.050049;283.670013;30.229071;40.615520;64.843201
04/04/2018;1410.569946;288.940002;30.610321;41.392178;66.515312
05/04/2018;1451.750000;293.970001;30.271435;41.679203;67.652740
06/04/2018;1405.229980;288.850006;29.796986;40.613106;65.669548
09/04/2018;1406.079956;289.929993;30.042679;41.015907;65.309837
10/04/2018;1436.219971;298.070007;30.457825;41.787750;65.134834
11/04/2018;1427.050049;303.670013;30.322269;41.592369;64.969589
12/04/2018;1448.500000;309.250000;30.771294;42.002415;65.883400
13/04/2018;1430.790039;311.649994;30.771294;42.144722;65.377869
16/04/2018;1441.500000;307.779999;30.949219;42.407627;65.193169
17/04/2018;1503.829956;336.059998;30.779770;42.991322;65.630646
18/04/2018;1527.839966;334.519989;30.915329;42.894844;64.357109
19/04/2018;1556.910034;332.700012;30.949219;41.679203;63.900196
20/04/2018;1527.489990;327.769989;31.033937;39.971523;64.250175
23/04/2018;1517.859985;318.690002;31.177967;39.855740;65.018188
24/04/2018;1460.089966;307.019989;31.398243;39.300983;65.105675
25/04/2018;1460.170044;305.760010;31.076300;39.472229;64.814034
26/04/2018;1517.959961;313.980011;31.220329;39.609722;66.155609
27/04/2018;1572.619995;311.760010;31.347412;39.151443;67.623581
30/04/2018;1566.130005;312.459991;31.016991;39.860565;66.486153
01/05/2018;1582.260010;313.299988;29.991846;40.786770;66.204216
02/05/2018;1569.680054;313.359985;29.559761;42.588531;66.359756
03/05/2018;1572.079956;311.690002;29.449617;42.665707;65.037621
04/05/2018;1580.949951;320.089996;29.517401;44.339626;66.204216
07/05/2018;1600.140015;326.260010;29.593651;44.660423;67.409691
08/05/2018;1592.390015;326.890015;29.636011;44.875103;66.554199
09/05/2018;1608.000000;330.299988;29.796986;45.191067;66.058403
10/05/2018;1609.079956;329.600006;29.976643;45.837475;66.029236
11/05/2018;1602.910034;326.459991;30.370169;45.663143;66.525032
14/05/2018;1601.540039;328.529999;30.678144;45.556606;66.923630
15/05/2018;1576.119995;326.130005;30.532707;45.142567;67.565239
16/05/2018;1587.280029;328.190002;30.524157;45.563873;69.354019
17/05/2018;1581.760010;325.220001;30.549822;45.275738;68.965157
18/05/2018;1574.369995;324.179993;30.489941;45.111092;69.334579
21/05/2018;1585.459961;331.820007;30.626820;45.430706;69.392906
22/05/2018;1581.400024;331.619995;30.558376;45.316906;69.324867
23/05/2018;1601.859985;344.720001;30.772259;45.607460;69.354019
24/05/2018;1603.069946;349.290009;30.703810;45.556606;70.170647
25/05/2018;1610.150024;351.290009;30.524157;45.660728;70.238693
29/05/2018;1612.869995;349.730011;30.541269;45.496067;68.945717
30/05/2018;1624.890015;353.540009;30.840696;45.399216;70.219254
31/05/2018;1629.619995;351.600006;30.738035;45.246677;69.801208
01/06/2018;1641.540039;359.929993;31.011793;46.062668;70.932076
04/06/2018;1665.270020;361.809998;31.182898;46.447643;71.975189
05/06/2018;1696.349976;365.799988;31.174335;46.805992;72.189674
06/06/2018;1695.750000;367.450012;31.123011;46.968220;72.872078
07/06/2018;1689.300049;361.399994;31.217112;46.842308;72.881836
08/06/2018;1683.989990;360.570007;31.371098;46.416172;73.018326
11/06/2018;1689.119995;361.450012;31.054571;46.302372;72.716095
12/06/2018;1698.750000;363.829987;31.054571;46.556599;72.423645
13/06/2018;1704.859985;379.929993;30.986130;46.174034;72.248169
14/06/2018;1723.859985;392.869995;30.934795;46.198250;72.823326
15/06/2018;1715.969971;391.980011;31.105898;45.723675;73.934692
18/06/2018;1723.790039;390.399994;30.934795;45.699455;73.710480
19/06/2018;1734.780029;404.980011;30.986130;44.960968;72.394394
20/06/2018;1750.079956;416.760010;31.191454;45.157097;72.842842
21/06/2018;1730.219971;415.440002;31.054571;44.905289;72.082436
22/06/2018;1715.670044;411.089996;31.234222;44.774529;71.585243
25/06/2018;1663.150024;384.480011;31.123011;44.108677;70.532364
26/06/2018;1691.089966;399.390015;31.123011;44.655884;70.737091
27/06/2018;1660.510010;390.390015;30.977570;44.590508;69.557503
28/06/2018;1701.449951;395.420013;31.105898;44.914970;69.898712
29/06/2018;1699.800049;391.429993;31.037464;44.820538;77.678230
02/07/2018;1713.780029;398.179993;31.080233;45.321751;76.381638
03/07/2018;1693.959961;390.519989;31.097343;44.532402;74.363647
05/07/2018;1699.729980;398.390015;31.542200;44.890747;74.626877
06/07/2018;1710.630005;408.250000;31.747522;45.513023;74.558617
09/07/2018;1739.020020;418.970001;31.790298;46.144978;75.338524
10/07/2018;1743.069946;415.630005;32.021278;46.089294;75.621239
11/07/2018;1755.000000;418.649994;31.833075;45.491234;75.416512
12/07/2018;1796.619995;413.500000;32.098274;46.253941;75.426277
13/07/2018;1813.030029;395.799988;32.106831;46.326584;75.436005
16/07/2018;1822.489990;400.480011;31.978508;46.224888;75.796730
17/07/2018;1843.930054;379.480011;32.209484;46.355640;75.523750
18/07/2018;1842.920044;375.130005;32.218040;46.101398;74.665863
19/07/2018;1812.969971;364.230011;31.961395;46.459751;75.016823
20/07/2018;1813.699951;361.049988;31.935740;46.353214;75.026558
23/07/2018;1802.000000;362.660004;31.833075;46.394367;74.665863
24/07/2018;1829.239990;357.320007;32.252270;46.730930;73.632477
25/07/2018;1863.609985;362.869995;32.500362;47.171604;75.221550
26/07/2018;1808.000000;363.089996;32.645794;47.023903;76.186668
27/07/2018;1817.270020;355.209991;32.859665;46.241833;74.958321
30/07/2018;1779.219971;334.959991;33.013657;45.982750;74.051674
31/07/2018;1777.439941;337.450012;34.160027;46.074760;74.977821
01/08/2018;1797.170044;338.380005;34.450890;48.789028;75.592003
02/08/2018;1834.329956;344.500000;34.209316;50.215172;76.674110
03/08/2018;1823.290039;343.089996;34.977188;50.360447;76.761833
06/08/2018;1847.750000;350.920013;35.408585;50.621956;77.512489
07/08/2018;1862.479980;351.829987;35.236027;50.147373;78.506882
08/08/2018;1886.520020;347.609985;35.727814;50.181278;78.477631
09/08/2018;1898.520020;349.359985;35.374069;50.575943;79.218536
10/08/2018;1886.300049;345.869995;35.313679;50.425297;78.701843
13/08/2018;1896.199951;341.309998;35.210140;50.750893;78.136429
14/08/2018;1919.650024;337.489990;35.123859;50.964718;78.126678
15/08/2018;1882.619995;326.399994;35.512115;51.083775;77.570992
16/08/2018;1886.520020;322.440002;35.736443;51.832146;78.038925
17/08/2018;1882.219971;316.779999;36.314499;52.867237;77.746468
20/08/2018;1876.709961;327.730011;36.521568;52.352116;80.115425
21/08/2018;1883.420044;338.019989;36.374901;52.250061;80.866074
22/08/2018;1904.900024;344.440002;36.297253;52.252495;80.563858
23/08/2018;1902.900024;339.170013;36.409409;52.359406;80.827087
24/08/2018;1905.390015;358.820007;36.581966;52.522209;80.378639
27/08/2018;1927.680054;364.579987;35.874481;52.954708;80.573616
28/08/2018;1932.819946;368.489990;35.805466;53.382347;80.505379
29/08/2018;1998.099976;368.040009;35.805466;54.179314;80.710106
30/08/2018;2002.380005;370.980011;35.805466;54.677422;79.355019
31/08/2018;2012.709961;367.679993;35.822716;55.309166;80.332291
04/09/2018;2039.510010;363.600006;35.693298;55.486542;77.791374
05/09/2018;1994.819946;341.179993;36.107433;55.124504;78.104103
06/09/2018;1958.310059;346.459991;36.047047;54.208473;78.573196
07/09/2018;1952.069946;348.679993;36.409409;53.771114;78.475471
10/09/2018;1939.010010;348.410004;36.288624;53.049461;80.234566
11/09/2018;1987.150024;355.929993;36.504318;54.390709;80.752525
12/09/2018;1990.000000;369.950012;36.590588;53.715229;81.114120
13/09/2018;1989.869995;368.149994;36.970222;55.012730;81.573441
14/09/2018;1970.189941;364.559998;37.065128;54.388279;81.592987
17/09/2018;1908.030029;350.350006;37.108265;52.940132;81.368210
18/09/2018;1941.050049;367.649994;37.539658;53.027596;83.322777
19/09/2018;1926.420044;366.959991;37.323959;53.059189;82.511627
20/09/2018;1944.300049;365.359985;37.746727;53.462528;83.430260
21/09/2018;1915.010010;361.190002;38.014187;52.886673;83.606186
24/09/2018;1934.359985;369.609985;37.902027;53.647190;82.355270
25/09/2018;1974.550049;369.429993;37.781235;53.987362;82.863457
26/09/2018;1974.849976;377.880005;37.686329;53.557297;81.798210
27/09/2018;2012.979980;380.709991;37.876141;54.657978;82.619141
28/09/2018;2003.000000;374.130005;38.022812;54.849937;82.795029
01/10/2018;2004.359985;381.429993;38.195377;55.219261;82.540939
02/10/2018;1971.310059;377.140015;38.152225;55.710079;80.889343
03/10/2018;1952.760010;377.049988;38.661278;56.387985;80.625481
04/10/2018;1909.420044;363.649994;38.566364;55.396641;78.358185
05/10/2018;1889.650024;351.350006;38.747551;54.497620;78.299561
08/10/2018;1864.420044;349.100006;39.066776;54.371277;78.407066
09/10/2018;1870.319946;355.709991;39.230709;55.124504;78.592735
10/10/2018;1755.250000;325.890015;38.402439;52.570805;73.237259
11/10/2018;1719.359985;321.100006;36.935711;52.106712;72.817024
12/10/2018;1788.609985;339.559998;37.772610;53.967926;74.185226
15/10/2018;1760.949951;333.130005;37.203171;52.813778;73.286118
16/10/2018;1819.959961;346.399994;37.902027;53.977646;75.719543
17/10/2018;1831.729980;364.700012;38.454208;53.744381;74.742264
18/10/2018;1770.719971;346.709991;37.962410;52.488186;73.882271
19/10/2018;1764.030029;332.670013;38.393806;53.287582;72.523842
22/10/2018;1789.300049;329.540009;38.281647;53.613182;73.198166
23/10/2018;1768.699951;333.160004;38.048695;54.118568;71.683380
24/10/2018;1664.199951;301.829987;36.650986;52.262215;70.481323
25/10/2018;1782.170044;312.869995;37.453373;53.406643;71.439072
26/10/2018;1642.810059;299.829987;36.754524;52.556217;70.432472
29/10/2018;1538.880005;284.839996;37.298073;51.569733;70.549736
30/10/2018;1530.420044;285.809998;37.004726;51.827282;72.817024
31/10/2018;1598.010010;301.779999;37.151402;53.178249;73.334991
01/11/2018;1665.530029;317.380005;37.677692;53.994656;75.045227
02/11/2018;1665.530029;309.100006;37.039238;50.413158;74.840012
05/11/2018;1627.800049;315.440002;37.548279;48.982002;75.768410
06/11/2018;1642.810059;310.839996;37.108265;49.511700;74.830215
07/11/2018;1755.489990;327.500000;38.307537;51.013309;76.198402
08/11/2018;1754.910034;317.920013;38.124947;50.835320;76.012711
09/11/2018;1712.430054;303.470001;38.498806;49.855137;74.625000
12/11/2018;1636.849976;294.070007;38.351006;47.343723;73.393623
13/11/2018;1631.170044;294.399994;37.838028;46.870705;73.491341
14/11/2018;1599.010010;286.730011;37.307671;45.546726;73.491341
15/11/2018;1619.439941;290.059998;37.568501;46.670769;72.641113
16/11/2018;1593.410034;286.209991;37.829330;47.187675;73.041801
19/11/2018;1512.290039;270.600006;38.411865;45.317532;70.872253
20/11/2018;1495.459961;266.980011;37.846729;43.152348;69.504051
21/11/2018;1516.729980;262.130005;37.472866;43.103588;70.725655
23/11/2018;1502.060059;258.820007;37.507645;42.008812;69.865646
26/11/2018;1581.329956;261.429993;37.681534;42.576923;71.057930
27/11/2018;1581.420044;266.630005;38.316227;42.484268;70.452011
28/11/2018;1677.750000;282.649994;39.037865;44.117905;72.963631
29/11/2018;1673.569946;288.750000;39.568222;43.778992;72.650887
30/11/2018;1690.170044;286.130005;40.194218;43.542480;73.631081
03/12/2018;1772.359985;290.299988;39.985550;45.063950;76.395172
04/12/2018;1668.400024;275.329987;39.246525;43.081646;74.287788
06/12/2018;1699.189941;282.880005;39.107414;42.601311;74.042747
07/12/2018;1629.130005;265.140015;38.185810;41.082272;71.886337
10/12/2018;1641.030029;269.700012;38.603138;41.352917;71.072800
11/12/2018;1643.239990;265.320007;38.264061;41.116405;72.111794
12/12/2018;1663.540039;274.880005;38.394474;41.231007;72.846916
13/12/2018;1658.380005;276.019989;38.750942;41.682083;71.484474
14/12/2018;1591.910034;266.839996;38.081478;40.348351;71.092407
17/12/2018;1520.910034;262.799988;37.481564;39.972862;68.514542
18/12/2018;1551.479980;270.940002;36.864258;40.492210;69.739746
19/12/2018;1495.079956;266.769989;36.490402;39.229183;67.602959
20/12/2018;1460.829956;260.579987;36.473015;38.239254;66.191505
21/12/2018;1377.449951;246.389999;36.455620;36.751911;70.935577
24/12/2018;1343.959961;233.880005;35.255787;35.800995;66.750198
26/12/2018;1470.900024;253.669998;36.681675;38.322155;71.562881
27/12/2018;1461.640015;255.570007;37.255508;38.073456;72.209801
28/12/2018;1478.020020;256.079987;37.351147;38.092960;71.886337
31/12/2018;1501.969971;267.660004;37.951061;38.461140;72.670494
02/01/2019;1539.130005;267.660004;37.603287;38.505024;72.592087
03/01/2019;1500.280029;271.200012;36.551258;34.669640;71.308044
04/01/2019;1575.390015;297.570007;37.385921;36.149662;73.170387
07/01/2019;1629.510010;315.339996;37.585892;36.069202;74.219170
08/01/2019;1656.579956;320.269989;37.759781;36.756794;75.209160
09/01/2019;1659.420044;319.959991;37.681534;37.380985;75.071930
10/01/2019;1656.219971;324.660004;36.786011;37.500465;74.905312
11/01/2019;1640.560059;337.589996;37.281593;37.132290;74.532845
14/01/2019;1617.209961;332.940002;36.838181;36.573921;74.581833
15/01/2019;1674.560059;354.640015;37.151180;37.322472;76.336372
16/01/2019;1683.780029;351.390015;36.612118;37.778423;76.140327
17/01/2019;1693.219971;353.190002;36.925117;38.002739;77.561584
18/01/2019;1696.199951;339.100006;36.977291;38.236813;78.855415
22/01/2019;1632.170044;325.160004;36.751232;37.378555;79.149475
23/01/2019;1640.020020;321.989990;36.655594;37.529724;78.904427
24/01/2019;1654.930054;326.670013;35.603573;37.232254;78.845627
25/01/2019;1670.569946;338.049988;35.334045;38.466007;79.012253
28/01/2019;1637.890015;335.660004;34.368973;38.110027;78.728004
29/01/2019;1593.880005;328.899994;35.447071;37.715031;78.629990
30/01/2019;1670.430054;340.660004;36.151314;40.292267;79.668976
31/01/2019;1718.729980;339.500000;37.230076;40.582428;80.257065
01/02/2019;1626.229980;339.850006;37.607193;40.601936;79.894417
04/02/2019;1633.310059;351.339996;37.221298;41.755226;80.364906
05/02/2019;1658.810059;355.809998;36.931881;42.469643;81.217651
06/02/2019;1640.260010;352.190002;37.124825;42.484268;81.070625
07/02/2019;1614.369995;344.709991;36.572296;41.679646;80.756981
08/02/2019;1588.219971;347.570007;37.037121;41.728615;80.727570
11/02/2019;1591.000000;345.730011;36.554760;41.488640;82.021408
12/02/2019;1638.010010;359.970001;36.721386;41.846161;83.030991
13/02/2019;1640.000000;351.769989;36.572296;41.672295;83.707306
14/02/2019;1622.650024;359.070007;36.809093;41.824120;83.001579
15/02/2019;1607.949951;356.869995;37.186218;41.731060;83.687706
19/02/2019;1627.579956;361.920013;37.361626;41.855953;82.893753
20/02/2019;1622.099976;359.910004;37.010811;42.125313;83.158417
21/02/2019;1619.439941;356.970001;36.958187;41.887783;82.286049
22/02/2019;1631.560059;363.019989;37.677353;42.355495;83.080002
25/02/2019;1633.000000;363.910004;37.782597;42.664028;83.481865
26/02/2019;1636.400024;364.970001;37.729984;42.688511;84.099380
27/02/2019;1641.089966;362.869995;37.651047;42.820747;84.462044
28/02/2019;1639.829956;358.100006;38.019394;42.399570;84.030785
01/03/2019;1671.729980;357.320007;38.028175;42.845234;85.652222
04/03/2019;1696.170044;351.040009;37.773830;43.060719;84.158516
05/03/2019;1692.430054;354.299988;37.615963;42.982357;83.961990
06/03/2019;1668.949951;359.609985;36.712620;42.735043;83.657349
07/03/2019;1625.949951;352.600006;36.300415;42.240398;83.785103
08/03/2019;1620.800049;349.600006;35.861900;42.340797;83.333054
11/03/2019;1670.619995;358.859985;36.396889;43.807579;84.335403
12/03/2019;1673.099976;356.269989;36.598606;44.299774;83.952164
13/03/2019;1690.810059;361.209991;36.844173;44.495667;84.443512
14/03/2019;1686.219971;358.820007;36.125008;44.990303;85.367256
15/03/2019;1712.359985;361.459991;36.642460;45.575550;85.298454
18/03/2019;1742.150024;363.440002;36.668766;46.040817;86.300812
19/03/2019;1761.849976;358.779999;37.098507;45.675953;86.173058
20/03/2019;1797.270020;375.220001;36.984493;46.075096;85.190361
21/03/2019;1819.260010;377.869995;37.142372;47.772057;86.487534
22/03/2019;1764.770020;361.010010;36.703846;46.782772;80.768219
25/03/2019;1774.260010;366.230011;36.738930;46.217113;80.905777
26/03/2019;1783.760010;359.970001;37.203751;45.739620;81.937614
27/03/2019;1765.699951;353.369995;36.852947;46.151005;81.652634
28/03/2019;1773.420044;354.609985;37.089745;46.212219;82.586197
29/03/2019;1780.750000;356.559998;37.247612;46.513416;82.753273
01/04/2019;1814.189941;366.959991;37.572113;46.829304;83.755623
02/04/2019;1813.979980;367.720001;37.633511;47.510036;82.910507
03/04/2019;1820.699951;369.750000;37.572113;47.835732;83.008766
04/04/2019;1818.859985;367.880005;37.484406;47.918972;83.804749
05/04/2019;1837.280029;365.489990;37.703667;48.239758;83.922676
08/04/2019;1849.859985;361.410004;37.835224;48.998871;83.264267
09/04/2019;1835.839966;364.709991;37.572113;48.851940;82.822037
10/04/2019;1847.329956;363.920013;37.475639;49.126194;83.411674
11/04/2019;1844.069946;367.649994;37.072205;48.717262;83.529602
12/04/2019;1843.060059;351.140015;36.581059;48.697666;84.748146
15/04/2019;1844.869995;348.869995;36.914337;48.785820;85.327934
16/04/2019;1863.040039;359.459991;35.888210;48.790722;86.281158
17/04/2019;1864.819946;354.739990;34.976093;49.740826;87.195084
18/04/2019;1861.689941;360.350006;34.537582;49.919586;87.656929
22/04/2019;1887.310059;377.339996;34.186768;50.083645;85.848778
23/04/2019;1923.770020;381.890015;34.572659;50.806026;85.917557
24/04/2019;1901.750000;374.230011;34.528809;50.727665;86.860954
25/04/2019;1902.250000;368.329987;34.739296;50.267300;86.045303
26/04/2019;1950.630005;374.850006;35.055023;50.027325;86.782333
29/04/2019;1938.430054;371.829987;34.721752;50.103237;86.733208
30/04/2019;1926.520020;370.540009;35.616325;49.138439;86.310638
01/05/2019;1911.520020;378.809998;35.756653;51.550426;84.414024
02/05/2019;1900.819946;379.059998;35.967140;51.214951;83.794930
03/05/2019;1962.459961;385.029999;36.300415;51.851620;84.217484
06/05/2019;1950.550049;378.670013;36.528446;51.050892;82.124336
07/05/2019;1921.000000;370.459991;35.809273;49.674709;81.112144
08/05/2019;1917.770020;364.369995;35.914520;49.684498;81.338173
09/05/2019;1899.869995;362.750000;35.958763;49.150684;81.544533
10/05/2019;1889.979980;361.040009;36.029545;48.469784;82.497749
13/05/2019;1822.680054;345.260010;35.896824;45.652740;81.102325
14/05/2019;1840.119995;345.609985;35.976456;46.375435;82.222595
15/05/2019;1871.150024;354.989990;36.410015;46.930973;82.556725
16/05/2019;1907.569946;359.309998;36.843575;46.724491;82.822037
17/05/2019;1869.000000;354.450012;36.693161;46.459011;83.107033
20/05/2019;1858.969971;348.109985;36.799332;45.006248;81.416794
21/05/2019;1857.520020;354.269989;36.870113;45.869057;82.193115
22/05/2019;1859.680054;359.730011;37.153252;44.930046;81.760727
23/05/2019;1815.479980;352.209991;37.091320;44.163101;81.210419
24/05/2019;1823.280029;354.390015;37.117863;43.993488;80.738724
28/05/2019;1836.430054;355.059998;37.073624;43.811584;79.795319
29/05/2019;1819.189941;349.190002;36.914360;43.602642;77.505638
30/05/2019;1816.319946;351.850006;37.073624;43.828793;77.888878
31/05/2019;1775.069946;343.279999;36.737396;43.034817;76.016556
03/06/2019;1692.689941;336.630005;37.091320;42.599720;76.824623
04/06/2019;1729.560059;353.399994;37.365608;44.158184;80.431313
05/06/2019;1738.500000;355.730011;37.586815;44.871044;81.515297
06/06/2019;1754.359985;357.130005;37.790325;45.529827;81.249229
07/06/2019;1804.030029;360.869995;37.976128;46.741699;82.195259
10/06/2019;1860.630005;352.010010;38.108856;47.339031;81.377335
11/06/2019;1863.699951;351.269989;37.754925;47.887196;82.047440
12/06/2019;1855.319946;345.559998;38.117702;47.734787;81.426605
13/06/2019;1870.300049;343.429993;37.604511;47.724957;82.392342
14/06/2019;1869.670044;339.730011;37.834560;47.378368;82.224808
17/06/2019;1886.030029;350.619995;37.940739;47.661045;80.914185
18/06/2019;1901.369995;357.119995;38.108856;48.781967;83.072296
19/06/2019;1908.790039;363.519989;38.489323;48.639389;82.333206
20/06/2019;1918.189941;365.209991;38.577805;49.030235;83.998596
21/06/2019;1911.300049;369.209991;38.639744;48.863079;84.501167
